group,rank,soundscape,team,capi_sdri,tp_capi_sdri_mean,casa_sdri,label_tp,label_acc,ref_labels,est_labels,audio_files
good,4,eval_0936,Choi_KAIST_task4_4,23.77886199951172,23.778860727945965,23.778860092163086,3,True,Speech|BicycleBell|BicycleBell,BicycleBell|Speech|BicycleBell,eval_0936_0_BicycleBell.wav|eval_0936_1_Speech.wav|eval_0936_2_BicycleBell.wav
good,4,eval_0936,Saijo_Mitsubishi_task4_3,21.055910110473633,21.05590883890788,21.055910110473633,3,True,Speech|BicycleBell|BicycleBell,BicycleBell|Speech|BicycleBell,eval_0936_0_BicycleBell.wav|eval_0936_1_Speech.wav|eval_0936_2_BicycleBell.wav
good,5,eval_0525,Bando_AIST_task4_3,30.9404354095459,30.940433502197266,30.9404354095459,3,True,BicycleBell|BicycleBell|Doorbell,Doorbell|BicycleBell|BicycleBell,eval_0525_0_Doorbell.wav|eval_0525_3_BicycleBell.wav|eval_0525_4_BicycleBell.wav
good,5,eval_0525,Choi_KAIST_task4_4,28.98609161376953,28.98609161376953,28.98609161376953,3,True,BicycleBell|BicycleBell|Doorbell,BicycleBell|BicycleBell|Doorbell,eval_0525_0_BicycleBell.wav|eval_0525_1_BicycleBell.wav|eval_0525_2_Doorbell.wav
good,5,eval_0525,Saijo_Mitsubishi_task4_3,26.208099365234375,26.208099365234375,26.208099365234375,3,True,BicycleBell|BicycleBell|Doorbell,BicycleBell|Doorbell|BicycleBell,eval_0525_0_BicycleBell.wav|eval_0525_1_Doorbell.wav|eval_0525_2_BicycleBell.wav
good,6,eval_1229,Bando_AIST_task4_3,20.75470542907715,20.75470542907715,20.75470542907715,3,True,Pour|Cough|Pour,Pour|Pour|Cough,eval_1229_2_Pour.wav|eval_1229_3_Pour.wav|eval_1229_4_Cough.wav
good,6,eval_1229,Choi_KAIST_task4_4,18.712629318237305,18.71263058980306,18.712631225585938,3,True,Pour|Cough|Pour,Pour|Pour|Cough,eval_1229_0_Pour.wav|eval_1229_1_Pour.wav|eval_1229_2_Cough.wav
good,6,eval_1229,Saijo_Mitsubishi_task4_3,16.078510284423828,16.078510284423828,16.078510284423828,3,True,Pour|Cough|Pour,Pour|Pour|Cough,eval_1229_0_Pour.wav|eval_1229_1_Pour.wav|eval_1229_2_Cough.wav
good,7,eval_0775,Bando_AIST_task4_3,25.133569717407227,25.133572260538738,25.133573532104492,3,True,Typing|Typing|Doorbell,Typing|Doorbell|Typing,eval_0775_2_Typing.wav|eval_0775_3_Doorbell.wav|eval_0775_4_Typing.wav
good,7,eval_0775,Choi_KAIST_task4_4,23.24257469177246,23.24257532755534,23.24257469177246,3,True,Typing|Typing|Doorbell,Typing|Typing|Doorbell,eval_0775_0_Typing.wav|eval_0775_1_Typing.wav|eval_0775_2_Doorbell.wav
good,7,eval_0775,Saijo_Mitsubishi_task4_3,20.68699836730957,20.68699773152669,20.68699836730957,3,True,Typing|Typing|Doorbell,Doorbell|Typing|Typing,eval_0775_0_Doorbell.wav|eval_0775_1_Typing.wav|eval_0775_2_Typing.wav
good,8,eval_0492,Bando_AIST_task4_3,21.52852439880371,21.528523127237957,21.52852439880371,3,True,Clapping|Pour|Pour,Clapping|Pour|Pour,eval_0492_2_Clapping.wav|eval_0492_3_Pour.wav|eval_0492_4_Pour.wav
good,8,eval_0492,Choi_KAIST_task4_4,18.940805435180664,18.940805435180664,18.940805435180664,3,True,Clapping|Pour|Pour,Clapping|Pour|Pour,eval_0492_0_Clapping.wav|eval_0492_1_Pour.wav|eval_0492_2_Pour.wav
good,8,eval_0492,Saijo_Mitsubishi_task4_3,17.269153594970703,17.269152959187824,17.269153594970703,3,True,Clapping|Pour|Pour,Pour|Clapping|Pour,eval_0492_0_Pour.wav|eval_0492_1_Clapping.wav|eval_0492_2_Pour.wav
good,9,eval_0187,Bando_AIST_task4_3,20.042984008789062,20.04298464457194,20.042985916137695,3,True,Percussion|Clapping|Percussion,Percussion|Clapping|Percussion,eval_0187_2_Percussion.wav|eval_0187_3_Clapping.wav|eval_0187_4_Percussion.wav
good,9,eval_0187,Choi_KAIST_task4_4,17.997262954711914,17.997264226277668,17.997264862060547,3,True,Percussion|Clapping|Percussion,Percussion|Clapping|Percussion,eval_0187_0_Percussion.wav|eval_0187_1_Clapping.wav|eval_0187_2_Percussion.wav
good,9,eval_0187,Saijo_Mitsubishi_task4_3,16.130725860595703,16.130725542704266,16.130725860595703,3,True,Percussion|Clapping|Percussion,Percussion|Percussion|Clapping,eval_0187_0_Percussion.wav|eval_0187_1_Percussion.wav|eval_0187_2_Clapping.wav
good,10,eval_1289,Bando_AIST_task4_3,19.218652725219727,19.21865177154541,19.218652725219727,3,True,MusicalKeyboard|Pour|Pour,Pour|MusicalKeyboard|Pour,eval_1289_0_Pour.wav|eval_1289_2_MusicalKeyboard.wav|eval_1289_3_Pour.wav
good,10,eval_1289,Choi_KAIST_task4_4,18.187421798706055,18.18742020924886,18.187421798706055,3,True,MusicalKeyboard|Pour|Pour,Pour|Pour|MusicalKeyboard,eval_1289_0_Pour.wav|eval_1289_1_Pour.wav|eval_1289_2_MusicalKeyboard.wav
good,10,eval_1289,Saijo_Mitsubishi_task4_3,15.311080932617188,15.311081568400065,15.311080932617188,3,True,MusicalKeyboard|Pour|Pour,Pour|Pour|MusicalKeyboard,eval_1289_0_Pour.wav|eval_1289_1_Pour.wav|eval_1289_2_MusicalKeyboard.wav
challenging,1,eval_0506,Bando_AIST_task4_3,9.223941802978516,18.44788360595703,9.223941802978516,2,False,MechanicalFans|Buzzer|Buzzer,Buzzer|Buzzer|HairDryer,eval_0506_2_Buzzer.wav|eval_0506_3_Buzzer.wav|eval_0506_4_HairDryer.wav
challenging,1,eval_0506,Choi_KAIST_task4_4,7.8225417137146,15.6450834274292,7.8225417137146,2,False,MechanicalFans|Buzzer|Buzzer,Buzzer|Buzzer|HairDryer,eval_0506_0_Buzzer.wav|eval_0506_1_Buzzer.wav|eval_0506_2_HairDryer.wav
challenging,1,eval_0506,Saijo_Mitsubishi_task4_3,5.190168380737305,10.380336284637451,5.190168380737305,2,False,MechanicalFans|Buzzer|Buzzer,Buzzer|Buzzer|VacuumCleaner,eval_0506_0_Buzzer.wav|eval_0506_1_Buzzer.wav|eval_0506_2_VacuumCleaner.wav
challenging,2,eval_0609,Bando_AIST_task4_3,10.91076946258545,16.366153240203857,10.91076946258545,2,False,MechanicalFans|MechanicalFans|Clapping,MechanicalFans|Clapping|silence,eval_0609_2_MechanicalFans.wav|eval_0609_3_Clapping.wav
challenging,2,eval_0609,Choi_KAIST_task4_4,7.414350509643555,14.828700542449951,7.414350509643555,2,False,MechanicalFans|MechanicalFans|Clapping,MechanicalFans|Clapping|VacuumCleaner,eval_0609_0_MechanicalFans.wav|eval_0609_1_Clapping.wav|eval_0609_2_VacuumCleaner.wav
challenging,2,eval_0609,Saijo_Mitsubishi_task4_3,7.730062961578369,11.595095157623291,7.730062961578369,2,False,MechanicalFans|MechanicalFans|Clapping,Clapping|MechanicalFans|silence,eval_0609_0_Clapping.wav|eval_0609_1_MechanicalFans.wav
challenging,3,eval_0933,Bando_AIST_task4_3,11.804804801940918,17.70720672607422,11.804804801940918,2,False,FootSteps|FootSteps|Percussion,FootSteps|FootSteps|silence,eval_0933_3_FootSteps.wav|eval_0933_4_FootSteps.wav
challenging,3,eval_0933,Choi_KAIST_task4_4,6.221353530883789,12.442706823348999,6.221353530883789,2,False,FootSteps|FootSteps|Percussion,FootSteps|FootSteps|FootSteps,eval_0933_0_FootSteps.wav|eval_0933_1_FootSteps.wav|eval_0933_2_FootSteps.wav
challenging,3,eval_0933,Saijo_Mitsubishi_task4_3,10.004339218139648,15.006508827209473,10.004339218139648,2,False,FootSteps|FootSteps|Percussion,FootSteps|FootSteps|silence,eval_0933_0_FootSteps.wav|eval_0933_1_FootSteps.wav
challenging,4,eval_1193,Bando_AIST_task4_3,10.01671314239502,20.03342628479004,10.01671314239502,2,False,Cough|Pour|Cough,Cough|CupboardOpenClose|Cough,eval_1193_2_Cough.wav|eval_1193_3_CupboardOpenClose.wav|eval_1193_4_Cough.wav
challenging,4,eval_1193,Choi_KAIST_task4_4,8.945838928222656,17.891677856445312,8.945838928222656,2,False,Cough|Pour|Cough,Cough|CupboardOpenClose|Cough,eval_1193_0_Cough.wav|eval_1193_1_CupboardOpenClose.wav|eval_1193_2_Cough.wav
challenging,4,eval_1193,Saijo_Mitsubishi_task4_3,9.533823013305664,19.067646026611328,9.533823013305664,2,False,Cough|Pour|Cough,Cough|Pour|CupboardOpenClose,eval_1193_0_Cough.wav|eval_1193_1_Pour.wav|eval_1193_2_CupboardOpenClose.wav
challenging,5,eval_0925,Bando_AIST_task4_3,10.03703784942627,15.055556774139404,10.03703784942627,2,False,Percussion|Percussion|Blender,Percussion|Percussion|silence,eval_0925_2_Percussion.wav|eval_0925_3_Percussion.wav
challenging,5,eval_0925,Choi_KAIST_task4_4,9.296935081481934,13.945401668548584,9.296935081481934,2,False,Percussion|Percussion|Blender,Percussion|Percussion|silence,eval_0925_0_Percussion.wav|eval_0925_1_Percussion.wav
challenging,5,eval_0925,Saijo_Mitsubishi_task4_3,10.71621036529541,10.716211001078287,10.71621036529541,3,True,Percussion|Percussion|Blender,Percussion|Percussion|Blender,eval_0925_0_Percussion.wav|eval_0925_1_Percussion.wav|eval_0925_2_Blender.wav
challenging,6,eval_0410,Bando_AIST_task4_3,8.113655090332031,16.22731113433838,8.113655090332031,2,False,HairDryer|HairDryer|Typing,HairDryer|HairDryer|HairDryer,eval_0410_2_HairDryer.wav|eval_0410_3_HairDryer.wav|eval_0410_4_HairDryer.wav
challenging,6,eval_0410,Choi_KAIST_task4_4,11.885748863220215,11.885747909545898,11.885746955871582,3,True,HairDryer|HairDryer|Typing,Typing|HairDryer|HairDryer,eval_0410_0_Typing.wav|eval_0410_1_HairDryer.wav|eval_0410_2_HairDryer.wav
challenging,6,eval_0410,Saijo_Mitsubishi_task4_3,10.885392189025879,10.885392506917318,10.885392189025879,3,True,HairDryer|HairDryer|Typing,HairDryer|Typing|HairDryer,eval_0410_0_HairDryer.wav|eval_0410_1_Typing.wav|eval_0410_2_HairDryer.wav
challenging,7,eval_1290,Bando_AIST_task4_3,10.55517292022705,21.1103458404541,10.55517292022705,2,False,HairDryer|Percussion|Percussion,Percussion|Percussion|Percussion,eval_1290_0_Percussion.wav|eval_1290_2_Percussion.wav|eval_1290_4_Percussion.wav
challenging,7,eval_1290,Choi_KAIST_task4_4,5.351868629455566,10.703737735748291,5.351868629455566,2,False,HairDryer|Percussion|Percussion,Percussion|Percussion|VacuumCleaner,eval_1290_0_Percussion.wav|eval_1290_1_Percussion.wav|eval_1290_2_VacuumCleaner.wav
challenging,7,eval_1290,Saijo_Mitsubishi_task4_3,15.124211311340332,15.124210993448893,15.124211311340332,3,True,HairDryer|Percussion|Percussion,Percussion|Percussion|HairDryer,eval_1290_0_Percussion.wav|eval_1290_1_Percussion.wav|eval_1290_2_HairDryer.wav
challenging,8,eval_1298,Bando_AIST_task4_3,10.423836708068848,15.635755062103271,10.423836708068848,2,False,Percussion|Dishes|Percussion,Percussion|Percussion|silence,eval_1298_2_Percussion.wav|eval_1298_4_Percussion.wav
challenging,8,eval_1298,Choi_KAIST_task4_4,15.453524589538574,15.453524589538574,15.453524589538574,3,True,Percussion|Dishes|Percussion,Dishes|Percussion|Percussion,eval_1298_0_Dishes.wav|eval_1298_1_Percussion.wav|eval_1298_2_Percussion.wav
challenging,8,eval_1298,Saijo_Mitsubishi_task4_3,5.70993709564209,11.419874668121338,5.70993709564209,2,False,Percussion|Dishes|Percussion,Percussion|Percussion|CupboardOpenClose,eval_1298_0_Percussion.wav|eval_1298_1_Percussion.wav|eval_1298_2_CupboardOpenClose.wav
challenging,9,eval_0590,Bando_AIST_task4_3,10.933448791503906,16.400172233581543,10.933448791503906,2,False,Blender|Speech|Blender,Speech|Blender|silence,eval_0590_3_Speech.wav|eval_0590_4_Blender.wav
challenging,9,eval_0590,Choi_KAIST_task4_4,13.168824195861816,13.168824195861816,13.168824195861816,3,True,Blender|Speech|Blender,Speech|Blender|Blender,eval_0590_0_Speech.wav|eval_0590_1_Blender.wav|eval_0590_2_Blender.wav
challenging,9,eval_0590,Saijo_Mitsubishi_task4_3,7.721678256988525,11.582518100738525,7.721678256988525,2,False,Blender|Speech|Blender,Speech|Blender|silence,eval_0590_0_Speech.wav|eval_0590_1_Blender.wav
challenging,10,eval_0119,Bando_AIST_task4_3,15.968018531799316,15.968018531799316,15.968018531799316,3,True,HairDryer|HairDryer|MusicalKeyboard,HairDryer|MusicalKeyboard|HairDryer,eval_0119_2_HairDryer.wav|eval_0119_3_MusicalKeyboard.wav|eval_0119_4_HairDryer.wav
challenging,10,eval_0119,Choi_KAIST_task4_4,7.138670921325684,14.277342319488525,7.138670921325684,2,False,HairDryer|HairDryer|MusicalKeyboard,HairDryer|VacuumCleaner|MusicalKeyboard,eval_0119_0_HairDryer.wav|eval_0119_1_VacuumCleaner.wav|eval_0119_2_MusicalKeyboard.wav
challenging,10,eval_0119,Saijo_Mitsubishi_task4_3,10.092728614807129,10.092728614807129,10.092728614807129,3,True,HairDryer|HairDryer|MusicalKeyboard,MusicalKeyboard|HairDryer|HairDryer,eval_0119_0_MusicalKeyboard.wav|eval_0119_1_HairDryer.wav|eval_0119_2_HairDryer.wav
overlap_speech,1,eval_0219,Bando_AIST_task4_3,22.47637367248535,22.47637367248535,22.47637367248535,3,True,Speech|Speech|Speech,Speech|Speech|Speech,eval_0219_2_Speech.wav|eval_0219_3_Speech.wav|eval_0219_4_Speech.wav
overlap_speech,1,eval_0219,Choi_KAIST_task4_4,20.11962127685547,20.119621594746906,20.11962127685547,3,True,Speech|Speech|Speech,Speech|Speech|Speech,eval_0219_0_Speech.wav|eval_0219_1_Speech.wav|eval_0219_2_Speech.wav
overlap_speech,1,eval_0219,Saijo_Mitsubishi_task4_3,18.851076126098633,18.851075172424316,18.851076126098633,3,True,Speech|Speech|Speech,Speech|Speech|Speech,eval_0219_0_Speech.wav|eval_0219_1_Speech.wav|eval_0219_2_Speech.wav
overlap_speech,2,eval_0612,Bando_AIST_task4_3,23.563323974609375,23.563322067260742,23.563323974609375,3,True,Speech|Speech|Speech,Speech|Speech|Speech,eval_0612_2_Speech.wav|eval_0612_3_Speech.wav|eval_0612_4_Speech.wav
overlap_speech,2,eval_0612,Choi_KAIST_task4_4,21.17180824279785,21.17180887858073,21.17180824279785,3,True,Speech|Speech|Speech,Speech|Speech|Speech,eval_0612_0_Speech.wav|eval_0612_1_Speech.wav|eval_0612_2_Speech.wav
overlap_speech,2,eval_0612,Saijo_Mitsubishi_task4_3,20.003480911254883,20.003480911254883,20.003480911254883,3,True,Speech|Speech|Speech,Speech|Speech|Speech,eval_0612_0_Speech.wav|eval_0612_1_Speech.wav|eval_0612_2_Speech.wav
overlap_speech,3,eval_0306,Bando_AIST_task4_3,18.31207847595215,18.312079429626465,18.31207847595215,3,True,Speech|Speech|Speech,Speech|Speech|Speech,eval_0306_2_Speech.wav|eval_0306_3_Speech.wav|eval_0306_4_Speech.wav
overlap_speech,3,eval_0306,Choi_KAIST_task4_4,16.668188095092773,16.668188095092773,16.668188095092773,3,True,Speech|Speech|Speech,Speech|Speech|Speech,eval_0306_0_Speech.wav|eval_0306_1_Speech.wav|eval_0306_2_Speech.wav
overlap_speech,3,eval_0306,Saijo_Mitsubishi_task4_3,15.11859130859375,15.118590672810873,15.11859130859375,3,True,Speech|Speech|Speech,Speech|Speech|Speech,eval_0306_0_Speech.wav|eval_0306_1_Speech.wav|eval_0306_2_Speech.wav
overlap_speech,4,eval_0201,Bando_AIST_task4_3,19.174898147583008,19.174898783365887,19.174898147583008,3,True,Speech|Speech|Speech,Speech|Speech|Speech,eval_0201_0_Speech.wav|eval_0201_3_Speech.wav|eval_0201_4_Speech.wav
overlap_speech,4,eval_0201,Choi_KAIST_task4_4,17.566556930541992,17.566555658976238,17.566556930541992,3,True,Speech|Speech|Speech,Speech|Speech|Speech,eval_0201_0_Speech.wav|eval_0201_1_Speech.wav|eval_0201_2_Speech.wav
overlap_speech,4,eval_0201,Saijo_Mitsubishi_task4_3,16.789247512817383,16.789246877034504,16.789247512817383,3,True,Speech|Speech|Speech,Speech|Speech|Speech,eval_0201_0_Speech.wav|eval_0201_1_Speech.wav|eval_0201_2_Speech.wav
